Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
434,Matheus Martins,br BRA,"FW,MF",Botafogo (RJ),20,2003,14,4,456,5.1,2,0,2,2,0,0,0,0,1.6,1.6,1.0,2.6,26,22,49,0.39,0.00,0.39,0.39,0.39,0.31,0.19,0.51,0.31,0.51,Matches
435,Gustavo Martins Santos,br BRA,DF,Grêmio,21,2002,19,16,1377,15.3,2,0,2,2,0,0,1,1,2.1,2.1,0.0,2.1,1,45,5,0.13,0.00,0.13,0.13,0.13,0.14,0.00,0.14,0.14,0.14,Matches
436,Gonzalo Mastriani,uy URU,FW,Ath Paranaense,30,1993,21,10,900,10.0,4,0,4,4,0,0,0,0,3.9,3.9,0.9,4.8,2,17,40,0.40,0.00,0.40,0.40,0.40,0.39,0.09,0.48,0.39,0.48,Matches
437,Fellipe Mateus,br BRA,"MF,FW",Criciúma,32,1991,31,20,1887,21.0,3,0,3,3,0,0,6,0,1.9,1.9,0.9,2.9,17,60,108,0.14,0.00,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14,Matches
438,Matheusinho,br BRA,"MF,FW",Vitória,26,1997,33,32,2469,27.4,5,5,10,5,0,0,5,0,3.5,3.5,3.4,6.9,55,98,114,0.18,0.18,0.36,0.18,0.36,0.13,0.13,0.25,0.13,0.25,Matches
439,Matheusinho,br BRA,MF,Criciúma,25,1998,28,19,1585,17.6,5,3,8,5,0,0,3,0,4.0,4.0,2.2,6.1,21,88,114,0.28,0.17,0.45,0.28,0.45,0.22,0.12,0.35,0.22,0.35,Matches
440,Matheuzinho,br BRA,DF,Corinthians,23,2000,31,23,2244,24.9,1,1,2,1,0,0,4,0,1.7,1.7,1.6,3.3,43,99,124,0.04,0.04,0.08,0.04,0.08,0.07,0.06,0.13,0.07,0.13,Matches
441,Ricardo Mathias,br BRA,"FW,MF",Internacional,17,2006,6,0,92,1.0,1,0,1,1,0,0,2,0,1.1,1.1,0.4,1.5,2,1,8,0.98,0.00,0.98,0.98,0.98,1.08,0.36,1.44,1.08,1.44,Matches
442,Mauricio,br BRA,MF,Internacional,22,2001,5,5,381,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,7,6,34,0.00,0.00,0.00,0.00,0.00,0.06,0.17,0.23,0.06,0.23,Matches
443,Mauricio,br BRA,MF,Palmeiras,22,2001,20,12,1132,12.6,3,0,3,3,0,0,1,0,3.5,3.5,1.1,4.6,13,47,97,0.24,0.00,0.24,0.24,0.24,0.28,0.09,0.37,0.28,0.37,Matches
444,Max,br BRA,"FW,MF",Atl Goianiense,21,2002,14,0,263,2.9,0,0,0,0,0,0,2,0,0.3,0.3,0.6,0.9,13,5,32,0.00,0.00,0.00,0.00,0.00,0.10,0.19,0.29,0.10,0.29,Matches
445,Max,br BRA,MF,Cuiabá,22,2001,23,16,1217,13.5,1,0,1,1,0,0,3,0,1.1,1.1,1.5,2.6,20,58,50,0.07,0.00,0.07,0.07,0.07,0.08,0.11,0.19,0.08,0.19,Matches
446,Maycon,br BRA,MF,Corinthians,26,1997,2,0,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
447,Mayk,br BRA,DF,Grêmio,24,1999,6,4,352,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,20,10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
448,Mayke,br BRA,DF,Palmeiras,31,1992,22,11,1035,11.5,1,0,1,1,0,0,7,0,1.2,1.2,1.0,2.2,20,73,65,0.09,0.00,0.09,0.09,0.09,0.10,0.09,0.19,0.10,0.19,Matches
449,Gary Medel,cl CHI,DF,Vasco da Gama,36,1987,2,2,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
450,Eduardo Melo,br BRA,FW,Criciúma,22,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
451,Felipe Melo,br BRA,DF,Fluminense,40,1983,10,7,416,4.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
452,Memphis,nl NED,FW,Corinthians,29,1994,11,9,793,8.8,7,1,8,6,1,1,2,0,3.7,2.9,0.9,3.9,24,31,62,0.79,0.11,0.91,0.68,0.79,0.42,0.11,0.53,0.33,0.44,Matches
453,Douglas Mendes,br BRA,DF,RB Bragantino,19,2004,20,13,1346,15.0,2,0,2,2,0,0,2,0,1.6,1.6,0.1,1.7,9,29,2,0.13,0.00,0.13,0.13,0.13,0.11,0.00,0.11,0.11,0.11,Matches
454,Matheus Mendes,br BRA,GK,Atlético Mineiro,24,1999,13,12,1087,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
455,Nathan Mendes,br BRA,DF,RB Bragantino,21,2002,16,11,1165,12.9,0,1,1,0,0,0,6,0,0.5,0.5,0.9,1.4,17,51,31,0.00,0.08,0.08,0.00,0.08,0.04,0.07,0.11,0.04,0.11,Matches
456,Vinicius Mendonça,br BRA,FW,RB Bragantino,19,2004,19,7,718,8.0,2,0,2,2,0,0,3,0,1.7,1.7,0.9,2.6,32,22,68,0.25,0.00,0.25,0.25,0.25,0.21,0.11,0.32,0.21,0.32,Matches
457,Jean Meneses,cl CHI,"FW,MF",Vasco da Gama,30,1993,6,2,291,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,7,22,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
458,Gabriel Menino,br BRA,"MF,FW",Palmeiras,23,2000,27,11,1067,11.9,1,0,1,1,0,0,7,1,2.1,2.1,1.4,3.4,25,73,70,0.08,0.00,0.08,0.08,0.08,0.18,0.11,0.29,0.18,0.29,Matches
459,Gabriel Mercado,ar ARG,DF,Internacional,36,1987,17,13,1186,13.2,1,0,1,1,0,0,6,0,0.3,0.3,0.7,1.1,2,32,2,0.08,0.00,0.08,0.08,0.08,0.03,0.06,0.08,0.03,0.08,Matches
460,Higor Meritão,br BRA,MF,Criciúma,29,1994,17,13,1040,11.6,2,0,2,2,0,0,3,0,1.3,1.3,0.1,1.4,10,52,13,0.17,0.00,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12,Matches
461,Michael,br BRA,"FW,MF",Flamengo,27,1996,12,6,653,7.3,4,1,5,4,0,0,0,0,3.6,3.6,1.5,5.1,25,19,104,0.55,0.14,0.69,0.55,0.69,0.50,0.20,0.70,0.50,0.70,Matches
462,Carlos Miguel,br BRA,GK,Corinthians,25,1998,6,6,540,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
463,Luis Miguel,br BRA,"MF,FW",Vitória,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
464,Lucas Mineiro,br BRA,MF,Cuiabá,27,1996,33,26,2338,26.0,0,0,0,0,0,0,7,0,0.6,0.6,0.2,0.7,18,85,12,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
465,Moises,br BRA,"FW,MF",Fortaleza,27,1996,26,13,1171,13.0,7,2,9,7,0,0,0,0,5.8,5.8,2.7,8.4,50,25,79,0.54,0.15,0.69,0.54,0.69,0.44,0.21,0.65,0.44,0.65,Matches
466,Miguel Monsalve,co COL,"FW,MF",Grêmio,19,2004,19,10,978,10.9,3,1,4,3,0,0,3,1,2.6,2.6,1.0,3.6,35,44,41,0.28,0.09,0.37,0.28,0.37,0.24,0.09,0.33,0.24,0.33,Matches
467,Jacob Montes,ni NCA,"FW,MF",Botafogo (RJ),25,1998,1,0,19,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,4.74,0.00,4.74,4.74,4.74,0.59,0.00,0.59,0.59,0.59,Matches
468,João Moreira,pt POR,"DF,MF",São Paulo,19,2004,5,3,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,14,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
469,Aníbal Moreno,ar ARG,MF,Palmeiras,24,1999,34,31,2517,28.0,1,1,2,1,0,0,7,0,0.9,0.9,1.1,2.0,25,167,27,0.04,0.04,0.07,0.04,0.07,0.03,0.04,0.07,0.03,0.07,Matches
470,Gabriel Moscardo,br BRA,MF,Corinthians,18,2005,2,1,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
471,Henry Mosquera,co COL,"FW,MF",RB Bragantino,22,2001,34,18,1934,21.5,1,2,3,1,0,0,4,0,4.3,4.3,2.1,6.4,97,38,154,0.05,0.09,0.14,0.05,0.14,0.20,0.10,0.30,0.20,0.30,Matches
472,Gustavo Mosquito,br BRA,"FW,MF",Vitória,26,1997,13,10,797,8.9,1,2,3,0,1,1,3,0,2.1,1.4,2.0,3.3,23,22,48,0.11,0.23,0.34,0.00,0.23,0.24,0.22,0.46,0.15,0.38,Matches
473,Gustavo Mosquito,br BRA,FW,Corinthians,26,1997,10,4,403,4.5,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.8,9,9,39,0.22,0.22,0.45,0.22,0.45,0.10,0.07,0.17,0.10,0.17,Matches
474,Jean Mota,br BRA,"MF,FW",Vitória,30,1993,16,4,416,4.6,1,0,1,1,0,0,0,0,0.5,0.5,0.8,1.3,3,28,19,0.22,0.00,0.22,0.22,0.22,0.11,0.17,0.29,0.11,0.29,Matches
475,Hugo Moura,br BRA,MF,Vasco da Gama,26,1998,30,27,2114,23.5,1,4,5,1,0,0,8,1,1.9,1.9,0.9,2.8,22,114,27,0.04,0.17,0.21,0.04,0.21,0.08,0.04,0.12,0.08,0.12,Matches
476,Lucas Moura,br BRA,"FW,MF",São Paulo,31,1992,28,26,2246,25.0,10,6,16,8,2,2,4,0,5.2,3.6,3.2,6.9,87,131,173,0.40,0.24,0.64,0.32,0.56,0.21,0.13,0.34,0.15,0.27,Matches
477,Mycael,br BRA,GK,Ath Paranaense,19,2004,19,17,1565,17.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
478,Léo Naldi,br BRA,MF,Vitória,22,2001,21,11,1103,12.3,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.6,13,45,18,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
479,Matheus Nascimento,br BRA,FW,Botafogo (RJ),19,2004,1,1,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
480,Nata,br BRA,DF,Grêmio,22,2001,11,5,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
481,Nathan,br BRA,DF,Internacional,22,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
482,Nathan,br BRA,"FW,MF",Grêmio,27,1996,8,3,325,3.6,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,6,18,18,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,Matches
483,Kaiky Naves,br BRA,DF,Palmeiras,21,2002,11,9,733,8.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,2,41,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
484,Nenê,br BRA,"MF,FW",Juventude,42,1981,28,19,1506,16.7,3,4,7,3,0,0,5,1,1.7,1.7,4.3,5.9,23,73,92,0.18,0.24,0.42,0.18,0.42,0.10,0.26,0.35,0.10,0.35,Matches
485,Neris,br BRA,DF,Cruzeiro,31,1992,6,4,304,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,6,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
486,Neris,br BRA,DF,Vitória,31,1992,16,16,1359,15.1,1,0,1,1,0,0,3,1,0.2,0.2,0.0,0.2,9,37,0,0.07,0.00,0.07,0.07,0.07,0.02,0.00,0.02,0.02,0.02,Matches
487,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,23,2000,25,10,984,10.9,0,2,2,0,0,0,3,0,1.1,1.1,1.4,2.6,29,50,59,0.00,0.18,0.18,0.00,0.18,0.10,0.13,0.23,0.10,0.23,Matches
488,José Vitor Silva Neves,br BRA,"MF,FW",Ath Paranaense,23,2000,9,0,176,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,12,6,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
489,Newton,br BRA,MF,Criciúma,23,2000,30,26,2299,25.5,1,1,2,1,0,0,7,0,1.6,1.6,1.0,2.6,35,80,58,0.04,0.04,0.08,0.04,0.08,0.06,0.04,0.10,0.06,0.10,Matches
490,Nikão,br BRA,"FW,MF",Ath Paranaense,31,1992,26,19,1624,18.0,6,2,8,6,0,0,2,0,3.6,3.6,2.9,6.5,32,89,135,0.33,0.11,0.44,0.33,0.44,0.20,0.16,0.36,0.20,0.36,Matches
491,Nonato,br BRA,MF,Fluminense,25,1998,10,2,298,3.3,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.4,2,14,9,0.00,0.30,0.30,0.00,0.30,0.08,0.02,0.11,0.08,0.11,Matches
492,Gustavo Nunes,br BRA,"FW,MF",Grêmio,18,2005,20,11,1238,13.8,3,1,4,3,0,0,5,0,1.9,1.9,1.3,3.2,52,48,99,0.22,0.07,0.29,0.22,0.29,0.14,0.10,0.23,0.14,0.23,Matches
493,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,28,1995,38,34,2676,29.7,4,6,10,4,0,0,1,0,3.5,3.5,5.4,8.9,65,138,179,0.13,0.20,0.34,0.13,0.34,0.12,0.18,0.30,0.12,0.30,Matches
494,Leo Ortiz,br BRA,"DF,MF",Flamengo,28,1996,25,21,1878,20.9,1,2,3,1,0,0,2,0,1.1,1.1,1.2,2.4,16,138,10,0.05,0.10,0.14,0.05,0.14,0.05,0.06,0.11,0.05,0.11,Matches
495,Osvaldo,br BRA,"MF,FW",Vitória,36,1987,19,17,1072,11.9,2,0,2,1,1,1,1,0,2.4,1.7,1.6,3.3,29,37,91,0.17,0.00,0.17,0.08,0.08,0.21,0.14,0.34,0.14,0.27,Matches
496,Otávio,br BRA,MF,Atlético Mineiro,29,1994,25,22,1917,21.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,18,90,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
497,Luis Otávio,br BRA,MF,Internacional,16,2007,6,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
498,Luis Oyama,br BRA,MF,Juventude,27,1997,17,6,684,7.6,2,1,3,2,0,0,2,0,0.6,0.6,0.7,1.2,8,28,15,0.26,0.13,0.39,0.26,0.39,0.07,0.09,0.16,0.07,0.16,Matches
499,Pablo,br BRA,"FW,MF",Ath Paranaense,31,1992,29,20,1703,18.9,3,2,5,3,0,0,6,0,3.7,3.7,1.8,5.6,12,52,66,0.16,0.11,0.26,0.16,0.26,0.20,0.10,0.29,0.20,0.29,Matches
500,Pablo,br BRA,DF,Botafogo (RJ),32,1991,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
501,Juan Pablo,br BRA,DF,Cuiabá,21,2002,4,4,341,3.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,17,13,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
502,Ruan Pablo,br BRA,MF,Bahia,15,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
503,Bruno Pacheco,br BRA,DF,Fortaleza,32,1991,20,12,1185,13.2,1,1,2,1,0,0,3,0,0.4,0.4,0.8,1.2,20,37,16,0.08,0.08,0.15,0.08,0.15,0.03,0.06,0.09,0.03,0.09,Matches
504,Brahian Palacios,co COL,"DF,MF",Atlético Mineiro,21,2002,19,8,801,8.9,2,3,5,1,1,1,4,0,2.4,1.6,1.1,2.7,40,23,103,0.22,0.34,0.56,0.11,0.45,0.27,0.12,0.39,0.18,0.30,Matches
505,Helibelton Palacios,co COL,DF,Cruzeiro,30,1993,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
506,Sergio Palacios,co COL,DF,RB Bragantino,18,2005,1,0,30,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
507,Pedro Paranhos,br BRA,"FW,MF",Atl Goianiense,17,2006,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.16,0.76,0.91,0.16,0.91,Matches
508,Mateus Pasinato,br BRA,GK,Cuiabá,31,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
509,Alan Patrick,br BRA,"MF,FW",Internacional,32,1991,23,20,1777,19.7,8,3,11,4,4,5,3,0,7.0,3.0,8.4,11.4,36,126,105,0.41,0.15,0.56,0.20,0.35,0.35,0.43,0.78,0.15,0.58,Matches
510,Patryck,br BRA,DF,São Paulo,21,2003,12,6,615,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,11,22,29,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Matches
511,Patrick de Paula,br BRA,MF,Criciúma,24,1999,5,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,15,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
512,Patrick de Paula,br BRA,"MF,FW",Botafogo (RJ),24,1999,4,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
513,Paulinho,br BRA,"FW,MF",Atlético Mineiro,23,2000,26,22,1991,22.1,8,1,9,7,1,1,3,1,5.9,5.1,1.6,6.7,54,79,158,0.36,0.05,0.41,0.32,0.36,0.27,0.07,0.34,0.23,0.30,Matches
514,Paulinho,br BRA,MF,Vasco da Gama,27,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,2,3,2,0.00,0.00,0.00,0.00,0.00,0.80,0.08,0.88,0.80,0.88,Matches
515,Paulinho,br BRA,MF,Corinthians,35,1988,6,1,118,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,6,2,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
516,Caio Paulista,br BRA,DF,Palmeiras,25,1998,24,15,1201,13.3,0,0,0,0,0,0,1,1,0.5,0.5,0.9,1.4,39,74,80,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
517,Cristian Pavón,ar ARG,"FW,MF",Grêmio,28,1996,21,16,1087,12.1,1,3,4,1,0,0,4,0,2.5,2.5,2.3,4.7,29,43,93,0.08,0.25,0.33,0.08,0.33,0.21,0.19,0.39,0.21,0.39,Matches
518,Dimitri Payet,fr FRA,"MF,FW",Vasco da Gama,36,1987,23,16,1220,13.6,3,3,6,2,1,1,2,0,1.8,1.0,2.6,3.6,24,100,79,0.22,0.22,0.44,0.15,0.37,0.14,0.19,0.33,0.08,0.27,Matches
519,Pedrão,br BRA,DF,Atl Goianiense,31,1992,12,7,587,6.5,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2,11,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
520,Pedrinho,br BRA,"MF,DF",Atlético Mineiro,25,1998,8,1,207,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,5,21,25,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.22,0.05,0.22,Matches
521,Pedro,br BRA,FW,Flamengo,26,1997,21,19,1653,18.4,11,5,16,7,4,5,3,0,10.6,6.7,2.2,8.8,16,36,74,0.60,0.27,0.87,0.38,0.65,0.58,0.12,0.70,0.36,0.48,Matches
522,João Pedro,br BRA,"FW,MF",Cruzeiro,20,2003,3,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
523,João Pedro,br BRA,MF,Vasco da Gama,18,2005,10,4,432,4.8,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,4,20,14,0.00,0.21,0.21,0.00,0.21,0.05,0.04,0.10,0.05,0.10,Matches
524,João Pedro,br BRA,DF,Corinthians,20,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
525,João Pedro,it ITA,FW,Grêmio,31,1992,11,7,580,6.4,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.1,2,9,26,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.17,0.14,0.17,Matches
526,João Pedro,br BRA,DF,Grêmio,27,1996,32,31,2754,30.6,1,4,5,1,0,0,3,0,1.2,1.2,2.3,3.5,61,120,123,0.03,0.13,0.16,0.03,0.16,0.04,0.08,0.11,0.04,0.11,Matches
527,João Pedro Pepê,br BRA,MF,Grêmio,26,1998,26,15,1283,14.3,1,0,1,1,0,0,2,1,0.6,0.6,0.4,1.0,21,81,28,0.07,0.00,0.07,0.07,0.07,0.04,0.03,0.07,0.04,0.07,Matches
528,Peixoto,br BRA,MF,Juventude,26,1997,2,0,20,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,Matches
529,Léo Pelé,br BRA,DF,Vasco da Gama,27,1996,30,30,2700,30.0,0,1,1,0,0,0,3,0,1.5,1.5,0.7,2.1,26,78,5,0.00,0.03,0.03,0.00,0.03,0.05,0.02,0.07,0.05,0.07,Matches
530,Carlos de Pena,uy URU,MF,Bahia,31,1992,30,4,683,7.6,0,3,3,0,0,0,5,0,1.0,1.0,2.3,3.4,14,68,28,0.00,0.40,0.40,0.00,0.40,0.13,0.31,0.44,0.13,0.44,Matches
531,Fabrizio Peralta,py PAR,MF,Cruzeiro,21,2002,9,3,275,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,17,4,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
532,Léo Pereira,br BRA,DF,Flamengo,28,1996,28,21,2023,22.5,0,0,0,0,0,0,6,0,0.7,0.7,1.0,1.6,20,142,27,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
533,Matheus Pereira,br BRA,"FW,MF",Cruzeiro,27,1996,34,31,2823,31.4,8,7,15,8,0,0,11,1,5.3,5.2,5.7,10.9,89,224,175,0.26,0.22,0.48,0.26,0.48,0.17,0.18,0.35,0.17,0.35,Matches
534,Yago Pikachu,br BRA,"FW,MF",Fortaleza,31,1992,32,18,1633,18.1,2,4,6,2,0,0,6,0,3.6,3.6,1.9,5.5,25,60,117,0.11,0.22,0.33,0.11,0.33,0.20,0.11,0.30,0.20,0.30,Matches
535,Joaquín Piquerez,uy URU,DF,Palmeiras,25,1998,16,15,1314,14.6,2,0,2,1,1,1,2,0,2.0,1.2,2.0,3.2,29,87,73,0.14,0.00,0.14,0.07,0.07,0.14,0.14,0.27,0.08,0.22,Matches
536,Rafael Pires,br BRA,GK,São Paulo,34,1989,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
537,Lucas Piton,br BRA,DF,Vasco da Gama,23,2000,32,31,2703,30.0,1,5,6,1,0,0,5,0,0.6,0.6,3.6,4.2,63,104,143,0.03,0.17,0.20,0.03,0.20,0.02,0.12,0.14,0.02,0.14,Matches
538,Isidro Pitta,py PAR,FW,Cuiabá,24,1999,35,33,2831,31.5,7,2,9,4,3,4,5,0,9.7,6.6,3.9,10.5,50,52,168,0.22,0.06,0.29,0.13,0.19,0.31,0.12,0.43,0.21,0.33,Matches
539,Gonzalo Plata,ec ECU,"FW,MF",Flamengo,23,2000,11,8,684,7.6,1,0,1,1,0,0,1,0,1.6,1.6,1.9,3.5,25,27,70,0.13,0.00,0.13,0.13,0.13,0.21,0.25,0.46,0.21,0.46,Matches
540,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,27,1996,32,19,1648,18.3,5,6,11,5,0,1,3,0,3.2,2.2,4.7,6.9,57,89,117,0.27,0.33,0.60,0.27,0.60,0.17,0.26,0.43,0.12,0.38,Matches
541,Mateo Ponte,uy URU,DF,Botafogo (RJ),20,2003,17,13,1132,12.6,3,0,3,3,0,0,3,0,1.5,1.5,1.0,2.5,22,45,97,0.24,0.00,0.24,0.24,0.24,0.12,0.08,0.19,0.12,0.19,Matches
542,Werik Popó,br BRA,FW,Criciúma,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,1.52,0.00,1.52,1.52,1.52,Matches
